Date,Open,High,Low,Close,Adj Close,Volume
2017-07-10,1416.400024,1419.300049,1403.699951,1408.699951,1408.699951,2658
2017-07-11,1408.599976,1414.099976,1400.000000,1413.099976,1413.099976,5843
2017-07-12,1413.500000,1432.800049,1411.599976,1422.599976,1422.599976,5998
2017-07-13,1422.800049,1426.000000,1413.800049,1425.800049,1425.800049,4203
2017-07-14,1425.699951,1433.300049,1420.800049,1428.599976,1428.599976,4915
2017-07-16,1429.099976,1429.400024,1429.099976,1429.400024,1429.400024,15
2017-07-17,1429.099976,1434.599976,1422.400024,1430.900024,1430.900024,5151
2017-07-18,1428.900024,1431.800049,1420.300049,1426.800049,1426.800049,5815
2017-07-19,1426.699951,1443.000000,1425.099976,1442.199951,1442.199951,8112
2017-07-20,1440.699951,1445.500000,1438.500000,1441.900024,1441.900024,8966
2017-07-21,1442.099976,1444.500000,1432.300049,1435.400024,1435.400024,8294
2017-07-23,1434.900024,1435.400024,1434.099976,1434.400024,1434.400024,197
2017-07-24,1434.900024,1438.000000,1427.900024,1436.400024,1436.400024,7007
2017-07-25,1435.500000,1452.300049,1435.500000,1450.099976,1450.099976,10881
2017-07-26,1450.699951,1452.199951,1439.800049,1441.300049,1441.300049,10838
2017-07-27,1443.099976,1447.000000,1424.699951,1431.199951,1431.199951,23019
2017-07-28,1431.699951,1432.900024,1424.099976,1430.000000,1430.000000,12890
2017-07-30,1429.400024,1429.699951,1429.199951,1429.300049,1429.300049,23
2017-07-31,1429.400024,1433.400024,1419.099976,1424.699951,1424.699951,11694
2017-08-01,1428.900024,1432.099976,1419.099976,1428.000000,1428.000000,9124
2017-08-02,1427.400024,1429.300049,1406.300049,1411.900024,1411.900024,18192
2017-08-03,1411.199951,1414.300049,1400.500000,1405.000000,1405.000000,14721
2017-08-04,1405.500000,1412.099976,1403.199951,1411.199951,1411.199951,12151
2017-08-06,1411.599976,1412.800049,1411.599976,1412.800049,1412.800049,158
2017-08-07,1411.599976,1417.699951,1406.199951,1413.900024,1413.900024,9211
2017-08-08,1413.199951,1426.800049,1405.800049,1409.400024,1409.400024,21143
2017-08-09,1408.400024,1409.500000,1391.400024,1397.199951,1397.199951,23740
2017-08-10,1398.599976,1398.800049,1366.599976,1370.099976,1370.099976,29622
2017-08-11,1367.800049,1375.800049,1364.099976,1372.300049,1372.300049,23829
2017-08-13,1371.900024,1377.000000,1371.900024,1376.900024,1376.900024,1773
2017-08-14,1371.900024,1395.000000,1371.900024,1393.400024,1393.400024,18258
2017-08-15,1394.300049,1400.300049,1381.400024,1381.699951,1381.699951,13781
2017-08-16,1382.199951,1392.099976,1380.099976,1382.599976,1382.599976,15080
2017-08-17,1381.000000,1385.199951,1351.500000,1354.500000,1354.500000,33533
2017-08-18,1352.699951,1362.000000,1348.699951,1357.099976,1357.099976,24551
2017-08-20,1358.599976,1360.900024,1358.599976,1358.800049,1358.800049,1268
2017-08-21,1358.599976,1360.900024,1348.800049,1355.400024,1355.400024,15654
2017-08-22,1355.500000,1372.199951,1355.500000,1370.800049,1370.800049,16832
2017-08-23,1369.199951,1373.300049,1359.400024,1367.199951,1367.199951,16261
2017-08-24,1366.000000,1377.099976,1363.800049,1373.400024,1373.400024,17431
2017-08-25,1374.199951,1380.699951,1369.900024,1375.599976,1375.599976,16234
2017-08-27,1375.599976,1376.199951,1372.699951,1375.599976,1375.599976,2237
2017-08-28,1375.599976,1383.800049,1372.400024,1381.800049,1381.800049,15536
2017-08-29,1375.400024,1386.000000,1368.500000,1382.699951,1382.699951,27260
2017-08-30,1383.500000,1392.800049,1378.900024,1390.800049,1390.800049,20730
2017-08-31,1389.699951,1407.199951,1389.300049,1405.000000,1405.000000,28336
2017-09-01,1403.500000,1414.500000,1403.500000,1411.699951,1411.699951,18672
2017-09-03,1404.500000,1408.000000,1402.000000,1407.699951,1407.699951,2699
2017-09-05,1404.500000,1419.900024,1393.500000,1401.199951,1401.199951,58154
2017-09-06,1400.000000,1407.800049,1397.900024,1401.599976,1401.599976,56435
2017-09-07,1400.000000,1404.599976,1393.300049,1398.500000,1398.500000,110598
2017-09-08,1398.599976,1405.800049,1393.400024,1403.500000,1403.500000,177349
2017-09-10,1407.099976,1411.300049,1407.099976,1407.699951,1407.699951,12166
2017-09-11,1401.500000,1417.199951,1401.500000,1416.599976,1416.599976,181603
2017-09-12,1415.800049,1424.800049,1415.699951,1423.599976,1423.599976,202257
2017-09-13,1423.099976,1430.000000,1420.699951,1427.199951,1427.199951,103014
2017-09-14,1426.000000,1429.199951,1422.000000,1427.300049,1427.300049,88053
2017-09-15,1425.800049,1427.020020,1421.599976,1427.020020,1427.020020,60742
2017-09-17,1432.699951,1434.800049,1432.599976,1434.699951,1434.699951,9479
2017-09-18,1432.699951,1445.199951,1431.599976,1442.199951,1442.199951,65628
2017-09-19,1441.099976,1444.500000,1437.800049,1441.599976,1441.599976,42991
2017-09-20,1440.699951,1447.900024,1439.599976,1447.099976,1447.099976,78485
2017-09-21,1446.400024,1449.800049,1441.900024,1445.400024,1445.400024,58202
2017-09-22,1444.400024,1456.000000,1438.599976,1450.900024,1450.900024,65989
2017-09-24,1449.900024,1454.400024,1449.900024,1453.800049,1453.800049,5317
2017-09-25,1449.900024,1456.500000,1444.000000,1453.699951,1453.699951,80570
2017-09-26,1454.000000,1462.099976,1451.000000,1457.900024,1457.900024,64575
2017-09-27,1457.699951,1489.800049,1457.099976,1487.900024,1487.900024,183473
2017-09-28,1486.000000,1492.800049,1478.699951,1492.599976,1492.599976,101019
2017-09-29,1492.199951,1495.300049,1488.500000,1492.900024,1492.900024,93280
2017-10-01,1495.000000,1496.500000,1493.000000,1495.000000,1495.000000,24891
2017-10-02,1495.000000,1513.500000,1491.599976,1512.500000,1512.500000,92481
2017-10-03,1512.500000,1516.199951,1504.400024,1515.599976,1515.599976,89811
2017-10-04,1515.500000,1517.400024,1505.000000,1511.400024,1511.400024,73785
2017-10-05,1508.500000,1517.400024,1508.500000,1515.500000,1515.500000,63467
2017-10-06,1513.599976,1515.000000,1506.599976,1511.599976,1511.599976,60826
2017-10-08,1510.800049,1512.500000,1509.900024,1512.000000,1512.000000,4196
2017-10-09,1510.800049,1518.000000,1502.800049,1507.599976,1507.599976,54419
2017-10-10,1507.000000,1514.000000,1505.300049,1510.000000,1510.000000,77377
2017-10-11,1509.699951,1513.199951,1505.699951,1507.800049,1507.800049,60027
2017-10-12,1508.099976,1511.199951,1501.099976,1507.800049,1507.800049,70298
2017-10-13,1507.599976,1511.800049,1503.000000,1506.300049,1506.300049,61449
2017-10-15,null,null,null,null,null,null
2017-10-16,1506.699951,1514.400024,1501.199951,1505.400024,1505.400024,73882
2017-10-17,1505.199951,1508.699951,1495.800049,1499.400024,1499.400024,84540
2017-10-18,1499.699951,1510.300049,1499.000000,1506.400024,1506.400024,96438
2017-10-19,1506.300049,1507.400024,1491.900024,1502.900024,1502.900024,83594
2017-10-20,1503.500000,1514.099976,1502.599976,1510.300049,1510.300049,75931
