Date,Open,High,Low,Close,Adj Close,Volume
2015-11-24,126.859001,127.188004,126.765999,126.905998,126.905998,2364395
2015-11-25,126.921997,127.078003,126.811996,126.984001,126.984001,1608815
2015-11-27,126.921997,127.234001,126.921997,127.078003,127.078003,509241
2015-11-29,null,null,null,null,null,null
2015-11-30,127.078003,127.155998,126.875000,127.015999,127.015999,258723
2015-12-01,127.078003,127.625000,126.828003,127.515999,127.515999,99019
2015-12-02,127.546997,127.561996,127.094002,127.296997,127.296997,58676
2015-12-03,127.234001,127.296997,125.984001,126.188004,126.188004,86929
2015-12-04,126.311996,126.655998,125.938004,126.546997,126.546997,58276
2015-12-06,null,null,null,null,null,null
2015-12-07,126.500000,127.061996,126.438004,126.938004,126.938004,30109
2015-12-08,126.875000,127.155998,126.796997,126.921997,126.921997,20552
2015-12-09,126.969002,127.328003,126.703003,127.250000,127.250000,17511
2015-12-10,127.188004,127.250000,126.938004,126.953003,126.953003,28202
2015-12-11,126.921997,127.875000,126.921997,127.719002,127.719002,14980
2015-12-13,null,null,null,null,null,null
2015-12-14,127.671997,127.750000,127.000000,127.030998,127.030998,10810
2015-12-15,127.109001,127.188004,126.530998,126.719002,126.719002,14284
2015-12-16,126.750000,126.750000,126.078003,126.390999,126.390999,15482
2015-12-17,126.453003,126.890999,126.453003,126.750000,126.750000,4014
2015-12-18,126.875000,127.234001,126.844002,127.125000,127.125000,12647
2015-12-20,null,null,null,null,null,null
2015-12-21,127.000000,127.265999,126.953003,127.155998,127.155998,569737
2015-12-22,126.515999,126.655998,126.155998,126.171997,126.171997,517333
2015-12-23,126.234001,126.234001,125.890999,126.000000,126.000000,475286
2015-12-24,126.046997,126.188004,125.953003,126.171997,126.171997,180131
2015-12-27,null,null,null,null,null,null
2015-12-28,126.094002,126.405998,126.015999,126.265999,126.265999,327705
2015-12-29,126.250000,126.328003,125.546997,125.655998,125.655998,620234
2015-12-30,125.688004,125.796997,125.438004,125.609001,125.609001,706089
2015-12-31,125.703003,125.984001,125.625000,125.905998,125.905998,459340
2016-01-03,null,null,null,null,null,null
2016-01-04,125.875000,126.561996,125.765999,126.155998,126.155998,1118698
2016-01-05,126.155998,126.438004,126.015999,126.250000,126.250000,950146
2016-01-06,126.311996,126.921997,126.234001,126.859001,126.859001,1164824
2016-01-07,126.844002,127.311996,126.671997,127.109001,127.109001,1450669
2016-01-08,127.140999,127.561996,126.578003,127.405998,127.405998,1657147
2016-01-10,null,null,null,null,null,null
2016-01-11,127.530998,127.719002,127.061996,127.359001,127.359001,1173756
2016-01-12,127.203003,128.000000,126.984001,127.828003,127.828003,1465533
2016-01-13,127.734001,128.266006,127.421997,128.061996,128.061996,1702895
2016-01-14,127.844002,128.218994,127.625000,127.828003,127.828003,1549100
2016-01-15,127.890999,128.906006,127.811996,128.453003,128.453003,1912986
2016-01-17,null,null,null,null,null,null
2016-01-18,null,null,null,null,null,null
2016-01-19,128.500000,128.593994,128.016006,128.391006,128.391006,1569573
2016-01-20,128.266006,129.250000,128.250000,128.875000,128.875000,1996094
2016-01-21,128.858994,129.171997,128.500000,128.671997,128.671997,1841733
2016-01-22,128.561996,128.733994,128.078003,128.375000,128.375000,1248529
2016-01-24,null,null,null,null,null,null
2016-01-25,128.311996,128.703003,128.218994,128.546997,128.546997,864678
2016-01-26,128.688004,129.078003,128.500000,128.811996,128.811996,1088050
2016-01-27,128.781006,128.938004,128.311996,128.858994,128.858994,1150788
2016-01-28,128.875000,129.093994,128.531006,129.031006,129.031006,1641268
2016-01-29,129.061996,129.688004,128.968994,129.578003,129.578003,1692523
2016-01-31,null,null,null,null,null,null
2016-02-01,129.593994,129.796997,129.156006,129.171997,129.171997,1229545
2016-02-02,129.281006,130.218994,129.266006,130.093994,130.093994,1420462
2016-02-03,130.188004,130.750000,129.811996,130.016006,130.016006,1998839
2016-02-04,130.000000,130.453003,129.843994,130.266006,130.266006,1708898
2016-02-05,130.438004,130.688004,129.921997,130.358994,130.358994,1837286
2016-02-07,null,null,null,null,null,null
2016-02-08,130.343994,131.311996,130.171997,131.296997,131.296997,1675081
2016-02-09,131.188004,131.750000,131.016006,131.311996,131.311996,1993045
2016-02-10,131.281006,131.766006,130.906006,131.500000,131.500000,1781823
2016-02-11,131.750000,133.046997,131.671997,132.031006,132.031006,2468876
2016-02-12,131.843994,132.000000,130.953003,131.061996,131.061996,1727313
2016-02-14,null,null,null,null,null,null
2016-02-15,null,null,null,null,null,null
2016-02-16,130.983994,131.156006,130.625000,130.906006,130.906006,1581160
2016-02-17,130.953003,131.203003,130.188004,130.438004,130.438004,1483319
2016-02-18,130.438004,131.108994,130.311996,130.921997,130.921997,1335348
2016-02-19,131.093994,131.281006,130.641006,130.906006,130.906006,1320422
2016-02-21,null,null,null,null,null,null
2016-02-22,130.858994,130.938004,130.561996,130.781006,130.781006,1253494
2016-02-23,130.858994,131.171997,130.358994,130.938004,130.938004,2434982
2016-02-24,131.125000,131.796997,130.891006,131.000000,131.000000,2558613
2016-02-25,130.938004,131.593994,130.843994,131.453003,131.453003,2256835
2016-02-26,131.250000,131.266006,130.578003,130.750000,130.750000,1277718
2016-02-28,null,null,null,null,null,null
2016-02-29,130.781006,131.000000,130.656006,130.906006,130.906006,264215
2016-03-01,130.953003,131.218994,129.983994,130.000000,130.000000,154089
2016-03-02,130.000000,130.171997,129.593994,129.750000,129.750000,94725
2016-03-03,129.828003,130.046997,129.625000,129.921997,129.921997,24369
2016-03-04,129.828003,130.046997,129.343994,129.500000,129.500000,46711
2016-03-06,null,null,null,null,null,null
2016-03-07,129.578003,129.578003,129.266006,129.343994,129.343994,44401
2016-03-08,129.375000,130.093994,129.375000,129.921997,129.921997,17757
2016-03-09,130.000000,130.000000,129.438004,129.483994,129.483994,10596
2016-03-10,129.468994,129.781006,128.938004,129.061996,129.061996,11515
2016-03-11,129.061996,129.141006,128.656006,128.796997,128.796997,7750
2016-03-13,null,null,null,null,null,null
2016-03-14,128.828003,129.046997,128.718994,128.875000,128.875000,5896
2016-03-15,128.843994,129.233994,128.766006,128.858994,128.858994,18635
2016-03-16,128.843994,129.516006,128.516006,129.296997,129.296997,18235
2016-03-17,129.531006,129.921997,129.500000,129.561996,129.561996,6409
2016-03-18,129.625000,129.921997,129.625000,129.858994,129.858994,11426
2016-03-20,null,null,null,null,null,null
2016-03-21,129.891006,129.906006,129.516006,129.546997,129.546997,780943
2016-03-22,129.016006,129.375000,128.703003,128.796997,128.796997,1050855
2016-03-23,128.733994,129.358994,128.641006,129.328003,129.328003,886490
2016-03-24,129.266006,129.468994,128.968994,129.218994,129.218994,749240
2016-03-27,null,null,null,null,null,null
2016-03-28,129.156006,129.468994,128.968994,129.406006,129.406006,427322
2016-03-29,129.281006,130.093994,129.203003,130.000000,130.000000,1047652
2016-03-30,130.031006,130.108994,129.703003,130.016006,130.016006,1123696
2016-03-31,130.046997,130.531006,129.953003,130.391006,130.391006,1138040
2016-04-01,130.483994,130.500000,130.061996,130.296997,130.296997,1275666
2016-04-03,null,null,null,null,null,null
2016-04-04,130.468994,130.641006,130.311996,130.468994,130.468994,739937
2016-04-05,130.593994,130.968994,130.561996,130.828003,130.828003,996733
2016-04-06,130.858994,130.906006,130.516006,130.688004,130.688004,944334
2016-04-07,130.671997,131.296997,130.578003,131.250000,131.250000,1016410
2016-04-08,131.233994,131.266006,130.843994,131.031006,131.031006,783757
2016-04-10,null,null,null,null,null,null
2016-04-11,131.078003,131.218994,130.766006,131.031006,131.031006,806162
2016-04-12,130.983994,131.031006,130.500000,130.546997,130.546997,977573
2016-04-13,130.531006,130.718994,130.358994,130.625000,130.625000,1073434
2016-04-14,130.608994,130.703003,130.203003,130.375000,130.375000,1076080
2016-04-15,130.296997,130.733994,130.203003,130.641006,130.641006,819010
2016-04-17,null,null,null,null,null,null
2016-04-18,130.858994,130.891006,130.375000,130.500000,130.500000,899723
2016-04-19,130.500000,130.500000,130.203003,130.358994,130.358994,1017239
2016-04-20,130.328003,130.593994,129.703003,129.750000,129.750000,1292098
2016-04-21,129.811996,129.906006,129.453003,129.608994,129.608994,1397890
2016-04-22,129.688004,129.781006,129.358994,129.468994,129.468994,1012534
2016-04-24,null,null,null,null,null,null
2016-04-25,129.516006,129.703003,129.281006,129.375000,129.375000,943310
2016-04-26,129.296997,129.483994,129.061996,129.171997,129.171997,1058861
2016-04-27,129.171997,129.875000,129.156006,129.781006,129.781006,1143464
2016-04-28,129.858994,130.171997,129.656006,129.953003,129.953003,1477696
2016-04-29,130.046997,130.188004,129.656006,130.061996,130.061996,1496779
2016-05-01,null,null,null,null,null,null
2016-05-02,129.921997,130.156006,129.625000,129.703003,129.703003,890234
2016-05-03,129.641006,130.468994,129.641006,130.296997,130.296997,1321886
2016-05-04,130.311996,130.546997,130.156006,130.438004,130.438004,1118669
2016-05-05,130.500000,130.875000,130.250000,130.733994,130.733994,1192171
2016-05-06,130.750000,131.203003,130.453003,130.531006,130.531006,1515455
2016-05-08,null,null,null,null,null,null
2016-05-09,130.531006,130.891006,130.438004,130.796997,130.796997,875121
2016-05-10,130.875000,130.906006,130.625000,130.781006,130.781006,992388
2016-05-11,130.750000,131.093994,130.656006,130.906006,130.906006,1105210
2016-05-12,130.875000,130.953003,130.516006,130.593994,130.593994,1190000
2016-05-13,130.593994,130.983994,130.546997,130.968994,130.968994,1278254
2016-05-15,null,null,null,null,null,null
2016-05-16,131.031006,131.108994,130.483994,130.516006,130.516006,906695
2016-05-17,130.516006,130.625000,130.281006,130.406006,130.406006,1127611
